Model,DPO3032
Firmware Version,2.16

Point Format,Y,
-1.260e+00,-0.02,2.548
-1.256e+00,-0.02,2.568
-1.252e+00,0.06,2.568
-1.248e+00,-0.02,2.608
-1.244e+00,-0.18,2.608
-1.240e+00,-0.02,2.608
-1.236e+00,-0.1,2.628
-1.232e+00,0.06,2.628
-1.228e+00,-0.02,2.648
-1.224e+00,-0.02,2.728
-1.220e+00,-0.02,2.688
-1.216e+00,-0.02,2.688
-1.212e+00,-0.02,2.708
-1.208e+00,0.06,2.708
-1.204e+00,-0.02,2.708
-1.200e+00,-0.1,2.728
-1.196e+00,-0.02,2.708
-1.192e+00,-0.02,2.688
-1.188e+00,-0.02,2.668
-1.184e+00,-0.02,2.688
-1.180e+00,-0.02,2.648
-1.176e+00,-0.1,2.668
-1.172e+00,-0.02,2.648
-1.168e+00,-0.02,2.628
-1.164e+00,-0.02,2.608
-1.160e+00,-0.02,2.648
-1.156e+00,0.06,2.608
-1.152e+00,-0.02,2.608
-1.148e+00,-0.02,2.588
-1.144e+00,-0.18,2.568
-1.140e+00,0.06,2.548
-1.136e+00,-0.1,2.548
-1.132e+00,-0.1,2.548
-1.128e+00,-0.02,2.508
-1.124e+00,-0.1,2.508
-1.120e+00,-0.02,2.508
-1.116e+00,-0.02,2.428
-1.112e+00,-0.1,2.428
-1.108e+00,-0.02,2.388
-1.104e+00,-0.02,2.368
-1.100e+00,-0.02,2.368
-1.096e+00,-0.02,2.348
-1.092e+00,-0.02,2.288
-1.088e+00,-0.02,2.308
-1.084e+00,-0.18,2.268
-1.080e+00,-0.02,2.288
-1.076e+00,0.06,2.228
-1.072e+00,-0.02,2.228
-1.068e+00,-0.02,2.228
-1.064e+00,0.06,2.188
-1.060e+00,0.06,2.208
-1.056e+00,-0.02,2.148
-1.052e+00,-0.02,2.148
-1.048e+00,-0.02,2.148
-1.044e+00,-0.1,2.128
-1.040e+00,-0.02,2.088
-1.036e+00,-0.02,2.108
-1.032e+00,-0.02,2.048
-1.028e+00,-0.02,2.068
-1.024e+00,0.06,2.068
-1.020e+00,-0.02,2.048
-1.016e+00,-0.02,2.048
-1.012e+00,-0.02,2.048
-1.008e+00,-0.02,2.068
-1.004e+00,-0.02,1.988
-1.000e-00,-0.02,2.028
-9.960e-01,-0.02,1.988
-9.920e-01,0.06,2.008
-9.880e-01,-0.02,2.048
-9.840e-01,-0.02,2.028
-9.800e-01,0.06,2.028
-9.760e-01,-0.02,2.028
-9.720e-01,-0.1,2.068
-9.680e-01,-0.02,2.028
-9.640e-01,-0.02,2.008
-9.600e-01,-0.02,2.008
-9.560e-01,-0.02,2.008
-9.520e-01,-0.02,2.068
-9.480e-01,-0.02,2.108
-9.440e-01,-0.02,2.068
-9.400e-01,-0.02,2.088
-9.360e-01,-0.02,2.148
-9.320e-01,-0.02,2.128
-9.280e-01,-0.02,2.148
-9.240e-01,0.06,2.148
-9.200e-01,-0.02,2.168
-9.160e-01,-0.02,2.228
-9.120e-01,-0.02,2.188
-9.080e-01,-0.1,2.248
-9.040e-01,-0.02,2.228
-9.000e-01,-0.02,2.268
-8.960e-01,-0.02,2.248
-8.920e-01,-0.02,2.308
-8.880e-01,-0.02,2.308
-8.840e-01,-0.02,2.308
-8.800e-01,-0.02,2.328
-8.760e-01,-0.02,2.348
-8.720e-01,-0.1,2.328
-8.680e-01,-0.02,2.328
-8.640e-01,-0.02,2.388
-8.600e-01,-0.02,2.348
-8.560e-01,0.06,2.368
-8.520e-01,0.06,2.408
-8.480e-01,-0.02,2.428
-8.440e-01,-0.02,2.428
-8.400e-01,-0.02,2.468
-8.360e-01,-0.02,2.468
-8.320e-01,-0.02,2.488
-8.280e-01,-0.02,2.468
-8.240e-01,-0.02,2.488
-8.200e-01,-0.1,2.508
-8.160e-01,-0.02,2.508
-8.120e-01,-0.02,2.548
-8.080e-01,-0.02,2.528
-8.040e-01,-0.02,2.528
-8.000e-01,-0.02,2.548
-7.960e-01,0.06,2.488
-7.920e-01,-0.1,2.528
-7.880e-01,-0.1,2.508
-7.840e-01,-0.02,2.508
-7.800e-01,-0.02,2.548
-7.760e-01,-0.18,2.508
-7.720e-01,-0.02,2.568
-7.680e-01,-0.02,2.508
-7.640e-01,-0.02,2.548
-7.600e-01,-0.02,2.528
-7.560e-01,-0.1,2.528
-7.520e-01,-0.02,2.548
-7.480e-01,-0.02,2.528
-7.440e-01,-0.02,2.548
-7.400e-01,-0.02,2.488
-7.360e-01,-0.02,2.488
-7.320e-01,-0.02,2.468
-7.280e-01,0.06,2.488
-7.240e-01,-0.1,2.488
-7.200e-01,0.14,2.508
-7.160e-01,0.06,2.488
-7.120e-01,-0.02,2.428
-7.080e-01,-0.02,2.428
-7.040e-01,-0.1,2.448
-7.000e-01,-0.02,2.448
-6.960e-01,-0.18,2.368
-6.920e-01,-0.02,2.368
-6.880e-01,-0.02,2.368
-6.840e-01,-0.02,2.388
-6.800e-01,-0.02,2.368
-6.760e-01,-0.02,2.308
-6.720e-01,-0.1,2.328
-6.680e-01,-0.02,2.288
-6.640e-01,-0.02,2.328
-6.600e-01,-0.02,2.308
-6.560e-01,-0.1,2.288
-6.520e-01,-0.1,2.288
-6.480e-01,-0.02,2.248
-6.440e-01,-0.1,2.268
-6.400e-01,-0.02,2.268
-6.360e-01,-0.02,2.248
-6.320e-01,-0.02,2.208
-6.280e-01,0.06,2.248
-6.240e-01,-0.1,2.208
-6.200e-01,-0.02,2.188
-6.160e-01,-0.02,2.168
-6.120e-01,-0.02,2.168
-6.080e-01,-0.02,2.228
-6.040e-01,-0.02,2.188
-6.000e-01,-0.02,2.208
-5.960e-01,-0.1,2.168
-5.920e-01,-0.02,2.168
-5.880e-01,0.14,2.188
-5.840e-01,-0.02,2.148
-5.800e-01,-0.02,2.148
-5.760e-01,-0.02,2.108
-5.720e-01,-0.02,2.168
-5.680e-01,-0.02,2.128
-5.640e-01,-0.02,2.128
-5.600e-01,-0.02,2.128
-5.560e-01,0.14,2.128
-5.520e-01,0.06,2.168
-5.480e-01,-0.02,2.168
-5.440e-01,-0.02,2.148
-5.400e-01,-0.02,2.148
-5.360e-01,-0.1,2.188
-5.320e-01,-0.02,2.168
-5.280e-01,-0.02,2.188
-5.240e-01,0.06,2.188
-5.200e-01,-0.02,2.188
-5.160e-01,-0.02,2.188
-5.120e-01,0.06,2.188
-5.080e-01,-0.18,2.208
-5.040e-01,-0.02,2.208
-5.000e-01,-0.02,2.208
-4.960e-01,-0.02,2.248
-4.920e-01,-0.02,2.268
-4.880e-01,-0.02,2.288
-4.840e-01,-0.02,2.268
-4.800e-01,-0.02,2.288
-4.760e-01,-0.18,2.288
-4.720e-01,0.06,2.288
-4.680e-01,-0.02,2.308
-4.640e-01,-0.02,2.288
-4.600e-01,-0.02,2.328
-4.560e-01,-0.02,2.328
-4.520e-01,-0.1,2.328
-4.480e-01,-0.02,2.348
-4.440e-01,-0.02,2.308
-4.400e-01,-0.02,2.368
-4.360e-01,-0.1,2.328
-4.320e-01,0.06,2.388
-4.280e-01,-0.02,2.368
-4.240e-01,-0.18,2.348
-4.200e-01,-0.02,2.408
-4.160e-01,-0.02,2.408
-4.120e-01,-0.02,2.428
-4.080e-01,-0.02,2.428
-4.040e-01,-0.02,2.408
-4.000e-01,-0.02,2.428
-3.960e-01,0.06,2.448
-3.920e-01,-0.02,2.448
-3.880e-01,0.06,2.428
-3.840e-01,-0.02,2.408
-3.800e-01,-0.02,2.448
-3.760e-01,-0.1,2.408
-3.720e-01,-0.02,2.448
-3.680e-01,-0.02,2.448
-3.640e-01,-0.1,2.448
-3.600e-01,0.06,2.448
-3.560e-01,-0.02,2.468
-3.520e-01,-0.02,2.448
-3.480e-01,-0.02,2.448
-3.440e-01,-0.02,2.448
-3.400e-01,-0.1,2.428
-3.360e-01,-0.1,2.448
-3.320e-01,-0.02,2.448
-3.280e-01,-0.02,2.448
-3.240e-01,-0.02,2.428
-3.200e-01,-0.02,2.428
-3.160e-01,-0.02,2.428
-3.120e-01,-0.02,2.408
-3.080e-01,-0.02,2.408
-3.040e-01,-0.02,2.408
-3.000e-01,-0.02,2.328
-2.960e-01,-0.1,2.388
-2.920e-01,-0.02,2.408
-2.880e-01,0.06,2.348
-2.840e-01,-0.02,2.368
-2.800e-01,-0.02,2.368
-2.760e-01,-0.02,2.368
-2.720e-01,-0.02,2.328
-2.680e-01,-0.1,2.328
-2.640e-01,-0.1,2.328
-2.600e-01,-0.02,2.308
-2.560e-01,-0.1,2.348
-2.520e-01,-0.02,2.308
-2.480e-01,-0.02,2.308
-2.440e-01,-0.1,2.308
-2.400e-01,-0.02,2.308
-2.360e-01,0.06,2.308
-2.320e-01,-0.02,2.308
-2.280e-01,-0.02,2.308
-2.240e-01,0.06,2.288
-2.200e-01,-0.02,2.268
-2.160e-01,-0.1,2.288
-2.120e-01,-0.02,2.248
-2.080e-01,-0.1,2.228
-2.040e-01,-0.02,2.248
-2.000e-01,-0.02,2.248
-1.960e-01,-0.02,2.248
-1.920e-01,-0.02,2.228
-1.880e-01,-0.02,2.288
-1.840e-01,-0.1,2.248
-1.800e-01,-0.02,2.268
-1.760e-01,-0.02,2.228
-1.720e-01,-0.1,2.248
-1.680e-01,-0.02,2.268
-1.640e-01,-0.02,2.248
-1.600e-01,-0.02,2.248
-1.560e-01,-0.02,2.188
-1.520e-01,-0.02,2.248
-1.480e-01,-0.1,2.228
-1.440e-01,0.14,2.228
-1.400e-01,-0.02,2.268
-1.360e-01,-0.02,2.228
-1.320e-01,-0.02,2.228
-1.280e-01,0.06,2.208
-1.240e-01,-0.1,2.248
-1.200e-01,-0.02,2.228
-1.160e-01,-0.02,2.228
-1.120e-01,-0.02,2.268
-1.080e-01,-0.02,2.248
-1.040e-01,-0.1,2.288
-1.000e-01,0.06,2.308
-9.600e-02,-0.1,2.228
-9.200e-02,0.06,2.288
-8.800e-02,-0.02,2.268
-8.400e-02,-0.02,2.248
-8.000e-02,-0.02,2.288
-7.600e-02,-0.02,2.288
-7.200e-02,-0.02,2.288
-6.800e-02,-0.02,2.308
-6.400e-02,-0.02,2.288
-6.000e-02,-0.02,2.288
-5.600e-02,-0.02,2.328
-5.200e-02,-0.1,2.348
-4.800e-02,-0.18,2.348
-4.400e-02,0.06,2.308
-4.000e-02,-0.02,2.308
-3.600e-02,-0.18,2.308
-3.200e-02,-0.02,2.308
-2.800e-02,-0.02,2.348
-2.400e-02,-0.1,2.348
-2.000e-02,-0.02,2.348
-1.600e-02,-0.02,2.328
-1.200e-02,0.06,2.348
-8.000e-03,-0.02,2.368
-4.000e-03,-0.02,2.348
1.749e-15,-0.02,2.328
4.000e-03,0.06,2.368
8.000e-03,-0.02,2.368
1.200e-02,-0.02,2.388
1.600e-02,-0.02,2.368
2.000e-02,-0.02,2.408
2.400e-02,-0.1,2.348
2.800e-02,-0.02,2.388
3.200e-02,-0.02,2.368
3.600e-02,-0.1,2.368
4.000e-02,-0.18,2.368
4.400e-02,-0.02,2.368
4.800e-02,-0.1,2.388
5.200e-02,-0.02,2.388
5.600e-02,-0.02,2.348
6.000e-02,-0.1,2.368
6.400e-02,-0.02,2.408
6.800e-02,0.06,2.388
7.200e-02,0.14,2.348
7.600e-02,-0.1,2.388
8.000e-02,-0.02,2.368
8.400e-02,-0.02,2.408
8.800e-02,-0.02,2.348
9.200e-02,-0.02,2.388
9.600e-02,-0.02,2.328
1.000e-01,-0.02,2.348
1.040e-01,-0.02,2.368
1.080e-01,-0.02,2.408
1.120e-01,-0.02,2.388
1.160e-01,-0.02,2.368
1.200e-01,-0.1,2.348
1.240e-01,-0.02,2.368
1.280e-01,0.06,2.328
1.320e-01,-0.1,2.328
1.360e-01,-0.02,2.308
1.400e-01,-0.02,2.308
1.440e-01,-0.02,2.328
1.480e-01,-0.02,2.348
1.520e-01,-0.1,2.308
1.560e-01,-0.02,2.308
1.600e-01,0.06,2.348
1.640e-01,-0.1,2.328
1.680e-01,-0.02,2.348
1.720e-01,-0.1,2.308
1.760e-01,-0.02,2.308
1.800e-01,-0.02,2.308
1.840e-01,0.06,2.328
1.880e-01,-0.02,2.308
1.920e-01,-0.1,2.308
1.960e-01,-0.02,2.328
2.000e-01,-0.02,2.328
2.040e-01,-0.1,2.308
2.080e-01,-0.1,2.328
2.120e-01,-0.02,2.268
2.160e-01,-0.02,2.308
2.200e-01,-0.02,2.328
2.240e-01,-0.1,2.308
2.280e-01,-0.02,2.288
2.320e-01,0.06,2.248
2.360e-01,-0.1,2.268
2.400e-01,-0.1,2.308
2.440e-01,0.06,2.248
2.480e-01,-0.02,2.288
2.520e-01,-0.02,2.288
2.560e-01,-0.1,2.328
2.600e-01,-0.02,2.268
2.640e-01,-0.02,2.268
2.680e-01,-0.02,2.288
2.720e-01,-0.02,2.288
2.760e-01,0.06,2.268
2.800e-01,-0.02,2.288
2.840e-01,-0.1,2.308
2.880e-01,-0.02,2.268
2.920e-01,0.06,2.268
2.960e-01,-0.02,2.288
3.000e-01,-0.02,2.288
3.040e-01,-0.02,2.268
3.080e-01,-0.1,2.288
3.120e-01,-0.02,2.288
3.160e-01,-0.02,2.308
3.200e-01,-0.02,2.308
3.240e-01,-0.02,2.308
3.280e-01,-0.1,2.308
3.320e-01,-0.02,2.268
3.360e-01,-0.02,2.308
3.400e-01,-0.02,2.308
3.440e-01,0.06,2.288
3.480e-01,0.06,2.288
3.520e-01,-0.02,2.328
3.560e-01,0.06,2.308
3.600e-01,-0.1,2.328
3.640e-01,0.06,2.288
3.680e-01,0.06,2.288
3.720e-01,-0.1,2.328
3.760e-01,-0.02,2.348
3.800e-01,-0.02,2.308
3.840e-01,-0.02,2.308
3.880e-01,-0.02,2.308
3.920e-01,-0.1,2.308
3.960e-01,-0.02,2.328
4.000e-01,-0.02,2.328
4.040e-01,-0.1,2.328
4.080e-01,-0.02,2.328
4.120e-01,-0.1,2.348
4.160e-01,-0.02,2.308
4.200e-01,-0.02,2.308
4.240e-01,-0.02,2.328
4.280e-01,-0.18,2.368
4.320e-01,-0.1,2.368
4.360e-01,-0.02,2.368
4.400e-01,-0.02,2.388
4.440e-01,-0.1,2.328
4.480e-01,-0.02,2.368
4.520e-01,-0.02,2.328
4.560e-01,-0.02,2.348
4.600e-01,-0.02,2.308
4.640e-01,-0.02,2.348
4.680e-01,-0.02,2.348
4.720e-01,-0.1,2.388
4.760e-01,-0.02,2.368
4.800e-01,-0.02,2.368
4.840e-01,-0.1,2.348
4.880e-01,-0.1,2.328
4.920e-01,-0.02,2.348
4.960e-01,0.06,2.388
5.000e-01,-0.1,2.328
5.040e-01,-0.02,2.328
5.080e-01,0.06,2.328
5.120e-01,-0.02,2.348
5.160e-01,-0.1,2.368
5.200e-01,-0.02,2.368
5.240e-01,-0.02,2.328
5.280e-01,-0.02,2.328
5.320e-01,0.06,2.288
5.360e-01,-0.02,2.308
5.400e-01,0.06,2.348
5.440e-01,-0.02,2.348
5.480e-01,-0.02,2.328
5.520e-01,0.06,2.328
5.560e-01,-0.02,2.348
5.600e-01,-0.02,2.308
5.640e-01,-0.02,2.328
5.680e-01,-0.02,2.348
5.720e-01,-0.02,2.328
5.760e-01,-0.02,2.308
5.800e-01,-0.02,2.308
5.840e-01,-0.02,2.288
5.880e-01,-0.02,2.308
5.920e-01,-0.02,2.348
5.960e-01,-0.02,2.308
6.000e-01,0.06,2.288
6.040e-01,-0.02,2.308
6.080e-01,-0.02,2.308
6.120e-01,-0.1,2.308
6.160e-01,-0.02,2.348
6.200e-01,-0.02,2.308
6.240e-01,-0.02,2.348
6.280e-01,-0.1,2.328
6.320e-01,-0.18,2.328
6.360e-01,-0.1,2.308
6.400e-01,-0.02,2.288
6.440e-01,-0.02,2.328
6.480e-01,-0.1,2.308
6.520e-01,-0.02,2.268
6.560e-01,-0.02,2.348
6.600e-01,-0.02,2.308
6.640e-01,-0.02,2.288
6.680e-01,-0.02,2.328
6.720e-01,-0.1,2.328
6.760e-01,-0.18,2.328
6.800e-01,-0.02,2.348
6.840e-01,-0.02,2.308
6.880e-01,-0.02,2.308
6.920e-01,-0.02,2.328
6.960e-01,-0.02,2.328
7.000e-01,-0.02,2.308
7.040e-01,-0.02,2.288
7.080e-01,0.06,2.328
7.120e-01,-0.02,2.308
7.160e-01,-0.1,2.288
7.200e-01,-0.02,2.288
7.240e-01,-0.02,2.308
7.280e-01,0.06,2.328
7.320e-01,-0.1,2.308
7.360e-01,-0.1,2.328
7.400e-01,-0.02,2.328
7.440e-01,-0.02,2.308
7.480e-01,-0.02,2.328
7.520e-01,-0.02,2.308
7.560e-01,0.06,2.308
7.600e-01,-0.02,2.308
7.640e-01,-0.1,2.348
7.680e-01,-0.02,2.328
7.720e-01,-0.1,2.308
7.760e-01,-0.1,2.308
7.800e-01,-0.02,2.328
7.840e-01,0.06,2.308
7.880e-01,-0.02,2.268
7.920e-01,-0.02,2.348
7.960e-01,-0.02,2.288
8.000e-01,-0.1,2.308
8.040e-01,-0.02,2.308
8.080e-01,-0.02,2.308
8.120e-01,-0.18,2.308
8.160e-01,-0.02,2.308
8.200e-01,-0.1,2.328
8.240e-01,-0.18,2.328
8.280e-01,-0.02,2.348
8.320e-01,-0.1,2.328
8.360e-01,-0.02,2.348
8.400e-01,-0.1,2.368
8.440e-01,-0.02,2.348
8.480e-01,-0.02,2.308
8.520e-01,-0.1,2.348
8.560e-01,-0.02,2.328
8.600e-01,-0.02,2.368
8.640e-01,-0.02,2.348
8.680e-01,-0.18,2.328
8.720e-01,-0.1,2.328
8.760e-01,-0.02,2.328
8.800e-01,-0.1,2.308
8.840e-01,-0.02,2.328
8.880e-01,-0.02,2.348
8.920e-01,-0.02,2.288
8.960e-01,-0.02,2.348
9.000e-01,-0.02,2.348
9.040e-01,-0.02,2.308
9.080e-01,-0.02,2.288
9.120e-01,-0.02,2.328
9.160e-01,-0.02,2.328
9.200e-01,-0.02,2.348
9.240e-01,-0.1,2.328
9.280e-01,-0.02,2.288
9.320e-01,-0.02,2.288
9.360e-01,-0.1,2.308
9.400e-01,-0.02,2.328
9.440e-01,-0.02,2.368
9.480e-01,0.06,2.288
9.520e-01,-0.02,2.308
9.560e-01,-0.02,2.348
9.600e-01,-0.02,2.328
9.640e-01,-0.02,2.308
9.680e-01,-0.02,2.288
9.720e-01,-0.02,2.288
9.760e-01,0.06,2.288
9.800e-01,-0.02,2.308
9.840e-01,-0.02,2.308
9.880e-01,-0.02,2.308
9.920e-01,-0.02,2.328
9.960e-01,-0.02,2.308
1.000e+00,-0.02,2.328
1.004e+00,-0.02,2.288
1.008e+00,-0.02,2.328
1.012e+00,0.06,2.348
1.016e+00,-0.02,2.328
1.020e+00,-0.1,2.288
1.024e+00,-0.02,2.328
1.028e+00,-0.02,2.308
1.032e+00,-0.02,2.328
1.036e+00,0.06,2.308
1.040e+00,-0.02,2.288
1.044e+00,-0.1,2.328
1.048e+00,-0.1,2.348
1.052e+00,-0.02,2.328
1.056e+00,0.06,2.328
1.060e+00,-0.02,2.348
1.064e+00,-0.02,2.368
1.068e+00,-0.02,2.308
1.072e+00,-0.02,2.348
1.076e+00,-0.02,2.328
1.080e+00,-0.02,2.308
1.084e+00,0.06,2.288
1.088e+00,-0.1,2.308
1.092e+00,-0.02,2.328
1.096e+00,-0.02,2.288
1.100e+00,-0.02,2.288
1.104e+00,-0.02,2.308
1.108e+00,-0.02,2.328
1.112e+00,-0.02,2.308
1.116e+00,-0.02,2.308
1.120e+00,-0.18,2.288
1.124e+00,-0.02,2.328
1.128e+00,-0.02,2.348
1.132e+00,-0.1,2.308
1.136e+00,0.06,2.308
1.140e+00,-0.02,2.308
1.144e+00,-0.02,2.348
1.148e+00,-0.02,2.308
1.152e+00,0.06,2.328
1.156e+00,-0.18,2.328
1.160e+00,-0.02,2.308
1.164e+00,-0.1,2.328
1.168e+00,-0.02,2.328
1.172e+00,-0.02,2.328
1.176e+00,0.06,2.308
1.180e+00,-0.02,2.348
1.184e+00,-0.02,2.348
1.188e+00,-0.02,2.328
1.192e+00,-0.1,2.348
1.196e+00,-0.02,2.308
1.200e+00,-0.02,2.328
1.204e+00,-0.02,2.288
1.208e+00,-0.02,2.288
1.212e+00,-0.02,2.288
1.216e+00,-0.02,2.328
1.220e+00,-0.1,2.308
1.224e+00,-0.02,2.328
1.228e+00,-0.02,2.308
1.232e+00,-0.1,2.328
1.236e+00,-0.02,2.348
1.240e+00,-0.02,2.308
1.244e+00,0.06,2.308
1.248e+00,-0.02,2.308
1.252e+00,-0.1,2.308
1.256e+00,-0.1,2.308
1.260e+00,-0.1,2.288
1.264e+00,-0.02,2.348
1.268e+00,0.06,2.308
1.272e+00,-0.02,2.308
1.276e+00,0.06,2.328
1.280e+00,-0.02,2.308
1.284e+00,-0.02,2.328
1.288e+00,-0.02,2.348
1.292e+00,-0.02,2.308
1.296e+00,-0.02,2.308
1.300e+00,-0.1,2.308
1.304e+00,-0.02,2.348
1.308e+00,-0.02,2.328
1.312e+00,-0.02,2.328
1.316e+00,-0.02,2.308
1.320e+00,0.06,2.288
1.324e+00,-0.02,2.308
1.328e+00,-0.1,2.308
1.332e+00,-0.02,2.288
1.336e+00,-0.1,2.308
1.340e+00,-0.02,2.308
