Model,DPO3032
Firmware Version,2.16

Point Format,Y,
-1.260e+00,-0.02,2.568
-1.256e+00,0.06,2.568
-1.252e+00,-0.02,2.568
-1.248e+00,-0.02,2.588
-1.244e+00,0.06,2.628
-1.240e+00,-0.02,2.628
-1.236e+00,-0.02,2.608
-1.232e+00,-0.02,2.628
-1.228e+00,-0.02,2.628
-1.224e+00,-0.1,2.628
-1.220e+00,-0.1,2.588
-1.216e+00,-0.02,2.628
-1.212e+00,-0.1,2.628
-1.208e+00,-0.02,2.628
-1.204e+00,0.06,2.608
-1.200e+00,0.14,2.628
-1.196e+00,-0.02,2.608
-1.192e+00,-0.02,2.628
-1.188e+00,-0.02,2.628
-1.184e+00,-0.02,2.628
-1.180e+00,0.06,2.628
-1.176e+00,-0.02,2.628
-1.172e+00,0.06,2.628
-1.168e+00,-0.02,2.608
-1.164e+00,-0.1,2.568
-1.160e+00,-0.1,2.568
-1.156e+00,-0.1,2.568
-1.152e+00,-0.02,2.548
-1.148e+00,-0.02,2.528
-1.144e+00,-0.02,2.488
-1.140e+00,-0.1,2.528
-1.136e+00,-0.02,2.488
-1.132e+00,0.14,2.468
-1.128e+00,-0.02,2.448
-1.124e+00,-0.02,2.428
-1.120e+00,0.06,2.428
-1.116e+00,-0.18,2.468
-1.112e+00,-0.02,2.408
-1.108e+00,-0.02,2.388
-1.104e+00,-0.1,2.368
-1.100e+00,-0.02,2.368
-1.096e+00,-0.02,2.348
-1.092e+00,-0.02,2.328
-1.088e+00,-0.02,2.288
-1.084e+00,-0.02,2.308
-1.080e+00,-0.1,2.328
-1.076e+00,-0.02,2.308
-1.072e+00,-0.02,2.288
-1.068e+00,-0.02,2.248
-1.064e+00,-0.02,2.248
-1.060e+00,0.06,2.248
-1.056e+00,-0.1,2.248
-1.052e+00,-0.02,2.248
-1.048e+00,-0.02,2.248
-1.044e+00,-0.02,2.228
-1.040e+00,0.06,2.208
-1.036e+00,-0.1,2.188
-1.032e+00,-0.1,2.188
-1.028e+00,-0.02,2.188
-1.024e+00,-0.02,2.168
-1.020e+00,-0.02,2.168
-1.016e+00,-0.02,2.188
-1.012e+00,-0.02,2.168
-1.008e+00,-0.02,2.128
-1.004e+00,0.06,2.168
-1.000e-00,-0.02,2.208
-9.960e-01,-0.02,2.148
-9.920e-01,-0.02,2.168
-9.880e-01,0.06,2.168
-9.840e-01,-0.02,2.148
-9.800e-01,-0.02,2.188
-9.760e-01,-0.02,2.168
-9.720e-01,-0.1,2.208
-9.680e-01,-0.02,2.148
-9.640e-01,-0.02,2.188
-9.600e-01,-0.1,2.188
-9.560e-01,-0.02,2.248
-9.520e-01,-0.02,2.228
-9.480e-01,-0.02,2.208
-9.440e-01,0.06,2.248
-9.400e-01,-0.1,2.248
-9.360e-01,-0.02,2.288
-9.320e-01,-0.02,2.208
-9.280e-01,-0.02,2.248
-9.240e-01,-0.02,2.288
-9.200e-01,-0.1,2.288
-9.160e-01,0.06,2.328
-9.120e-01,0.06,2.308
-9.080e-01,-0.02,2.348
-9.040e-01,-0.02,2.348
-9.000e-01,-0.02,2.348
-8.960e-01,-0.02,2.328
-8.920e-01,-0.02,2.388
-8.880e-01,-0.02,2.348
-8.840e-01,-0.02,2.408
-8.800e-01,-0.02,2.368
-8.760e-01,-0.02,2.448
-8.720e-01,-0.1,2.408
-8.680e-01,-0.02,2.448
-8.640e-01,0.06,2.408
-8.600e-01,-0.1,2.448
-8.560e-01,0.06,2.448
-8.520e-01,-0.1,2.488
-8.480e-01,-0.1,2.448
-8.440e-01,-0.02,2.448
-8.400e-01,0.14,2.488
-8.360e-01,-0.02,2.528
-8.320e-01,-0.02,2.468
-8.280e-01,0.06,2.508
-8.240e-01,0.06,2.548
-8.200e-01,-0.18,2.508
-8.160e-01,-0.02,2.528
-8.120e-01,-0.02,2.528
-8.080e-01,-0.02,2.528
-8.040e-01,-0.02,2.568
-8.000e-01,-0.02,2.548
-7.960e-01,-0.1,2.548
-7.920e-01,-0.02,2.548
-7.880e-01,-0.02,2.548
-7.840e-01,0.06,2.508
-7.800e-01,-0.1,2.548
-7.760e-01,-0.02,2.528
-7.720e-01,-0.02,2.528
-7.680e-01,-0.1,2.488
-7.640e-01,-0.1,2.548
-7.600e-01,-0.02,2.488
-7.560e-01,-0.02,2.488
-7.520e-01,-0.02,2.508
-7.480e-01,-0.1,2.488
-7.440e-01,-0.02,2.488
-7.400e-01,-0.18,2.508
-7.360e-01,-0.02,2.488
-7.320e-01,-0.02,2.488
-7.280e-01,-0.02,2.428
-7.240e-01,-0.02,2.468
-7.200e-01,-0.02,2.428
-7.160e-01,-0.02,2.468
-7.120e-01,-0.02,2.408
-7.080e-01,-0.1,2.428
-7.040e-01,-0.02,2.468
-7.000e-01,-0.02,2.408
-6.960e-01,0.06,2.428
-6.920e-01,-0.1,2.388
-6.880e-01,-0.1,2.408
-6.840e-01,-0.02,2.428
-6.800e-01,-0.02,2.368
-6.760e-01,-0.02,2.348
-6.720e-01,-0.02,2.368
-6.680e-01,-0.02,2.328
-6.640e-01,-0.02,2.348
-6.600e-01,-0.18,2.328
-6.560e-01,0.06,2.328
-6.520e-01,-0.18,2.308
-6.480e-01,-0.02,2.288
-6.440e-01,-0.02,2.328
-6.400e-01,-0.1,2.348
-6.360e-01,-0.02,2.308
-6.320e-01,-0.02,2.308
-6.280e-01,-0.02,2.308
-6.240e-01,-0.02,2.248
-6.200e-01,-0.02,2.248
-6.160e-01,-0.1,2.288
-6.120e-01,-0.02,2.308
-6.080e-01,-0.1,2.248
-6.040e-01,-0.1,2.268
-6.000e-01,-0.02,2.248
-5.960e-01,-0.02,2.228
-5.920e-01,-0.02,2.248
-5.880e-01,-0.02,2.288
-5.840e-01,-0.1,2.248
-5.800e-01,-0.1,2.288
-5.760e-01,-0.02,2.268
-5.720e-01,-0.1,2.288
-5.680e-01,-0.02,2.268
-5.640e-01,-0.02,2.288
-5.600e-01,0.06,2.268
-5.560e-01,-0.02,2.248
-5.520e-01,-0.02,2.288
-5.480e-01,-0.02,2.308
-5.440e-01,-0.18,2.288
-5.400e-01,-0.1,2.308
-5.360e-01,-0.02,2.288
-5.320e-01,-0.02,2.308
-5.280e-01,-0.02,2.328
-5.240e-01,-0.02,2.308
-5.200e-01,-0.1,2.288
-5.160e-01,-0.18,2.328
-5.120e-01,0.06,2.328
-5.080e-01,0.06,2.308
-5.040e-01,-0.1,2.328
-5.000e-01,-0.02,2.308
-4.960e-01,-0.02,2.328
-4.920e-01,-0.1,2.328
-4.880e-01,0.14,2.348
-4.840e-01,-0.02,2.368
-4.800e-01,-0.02,2.368
-4.760e-01,-0.02,2.368
-4.720e-01,-0.02,2.348
-4.680e-01,-0.02,2.368
-4.640e-01,-0.02,2.368
-4.600e-01,-0.02,2.388
-4.560e-01,0.06,2.388
-4.520e-01,-0.02,2.408
-4.480e-01,-0.02,2.408
-4.440e-01,-0.02,2.388
-4.400e-01,-0.02,2.408
-4.360e-01,-0.02,2.408
-4.320e-01,-0.1,2.428
-4.280e-01,-0.02,2.428
-4.240e-01,0.06,2.428
-4.200e-01,-0.02,2.428
-4.160e-01,-0.02,2.448
-4.120e-01,-0.02,2.428
-4.080e-01,-0.1,2.468
-4.040e-01,-0.1,2.428
-4.000e-01,-0.18,2.428
-3.960e-01,-0.02,2.488
-3.920e-01,-0.02,2.468
-3.880e-01,-0.02,2.448
-3.840e-01,-0.02,2.428
-3.800e-01,-0.02,2.488
-3.760e-01,-0.02,2.448
-3.720e-01,-0.02,2.468
-3.680e-01,-0.1,2.488
-3.640e-01,-0.02,2.468
-3.600e-01,-0.02,2.448
-3.560e-01,-0.02,2.468
-3.520e-01,-0.02,2.488
-3.480e-01,0.06,2.428
-3.440e-01,-0.02,2.428
-3.400e-01,-0.02,2.408
-3.360e-01,-0.02,2.428
-3.320e-01,-0.02,2.448
-3.280e-01,-0.02,2.428
-3.240e-01,-0.1,2.428
-3.200e-01,-0.02,2.428
-3.160e-01,0.06,2.448
-3.120e-01,-0.02,2.428
-3.080e-01,-0.02,2.428
-3.040e-01,0.06,2.408
-3.000e-01,-0.02,2.388
-2.960e-01,-0.02,2.408
-2.920e-01,-0.02,2.448
-2.880e-01,-0.02,2.388
-2.840e-01,-0.1,2.348
-2.800e-01,-0.02,2.368
-2.760e-01,-0.02,2.388
-2.720e-01,-0.02,2.348
-2.680e-01,-0.1,2.368
-2.640e-01,-0.02,2.368
-2.600e-01,-0.02,2.388
-2.560e-01,-0.02,2.328
-2.520e-01,-0.02,2.328
-2.480e-01,-0.02,2.388
-2.440e-01,-0.02,2.348
-2.400e-01,-0.1,2.348
-2.360e-01,-0.02,2.348
-2.320e-01,-0.02,2.348
-2.280e-01,-0.02,2.328
-2.240e-01,-0.02,2.328
-2.200e-01,-0.02,2.288
-2.160e-01,-0.02,2.308
-2.120e-01,-0.02,2.348
-2.080e-01,-0.02,2.328
-2.040e-01,-0.02,2.348
-2.000e-01,-0.02,2.328
-1.960e-01,-0.1,2.328
-1.920e-01,-0.02,2.328
-1.880e-01,-0.1,2.328
-1.840e-01,-0.02,2.348
-1.800e-01,-0.02,2.308
-1.760e-01,-0.02,2.328
-1.720e-01,-0.02,2.308
-1.680e-01,-0.02,2.328
-1.640e-01,-0.02,2.328
-1.600e-01,-0.1,2.308
-1.560e-01,0.06,2.308
-1.520e-01,-0.02,2.308
-1.480e-01,-0.02,2.328
-1.440e-01,-0.02,2.288
-1.400e-01,-0.1,2.308
-1.360e-01,0.06,2.308
-1.320e-01,-0.02,2.288
-1.280e-01,-0.02,2.288
-1.240e-01,0.06,2.308
-1.200e-01,-0.02,2.308
-1.160e-01,-0.1,2.348
-1.120e-01,-0.1,2.308
-1.080e-01,-0.02,2.328
-1.040e-01,-0.02,2.328
-1.000e-01,-0.02,2.368
-9.600e-02,-0.02,2.328
-9.200e-02,-0.02,2.328
-8.800e-02,-0.02,2.348
-8.400e-02,-0.1,2.348
-8.000e-02,-0.02,2.308
-7.600e-02,-0.02,2.388
-7.200e-02,-0.02,2.328
-6.800e-02,-0.02,2.368
-6.400e-02,-0.1,2.348
-6.000e-02,-0.02,2.368
-5.600e-02,-0.02,2.408
-5.200e-02,-0.1,2.388
-4.800e-02,-0.02,2.328
-4.400e-02,-0.1,2.388
-4.000e-02,-0.02,2.348
-3.600e-02,-0.02,2.368
-3.200e-02,-0.02,2.388
-2.800e-02,-0.02,2.368
-2.400e-02,-0.02,2.348
-2.000e-02,-0.02,2.388
-1.600e-02,-0.02,2.368
-1.200e-02,-0.02,2.408
-8.000e-03,-0.02,2.388
-4.000e-03,-0.1,2.428
1.749e-15,-0.02,2.428
4.000e-03,-0.1,2.388
8.000e-03,-0.1,2.408
1.200e-02,-0.1,2.408
1.600e-02,-0.02,2.408
2.000e-02,-0.02,2.428
2.400e-02,-0.02,2.448
2.800e-02,-0.1,2.428
3.200e-02,-0.02,2.408
3.600e-02,-0.02,2.448
4.000e-02,0.06,2.448
4.400e-02,-0.02,2.448
4.800e-02,-0.02,2.408
5.200e-02,0.06,2.428
5.600e-02,-0.02,2.428
6.000e-02,-0.02,2.408
6.400e-02,-0.02,2.448
6.800e-02,-0.18,2.428
7.200e-02,-0.02,2.368
7.600e-02,0.06,2.388
8.000e-02,-0.18,2.428
8.400e-02,-0.02,2.408
8.800e-02,-0.02,2.408
9.200e-02,-0.02,2.408
9.600e-02,-0.1,2.408
1.000e-01,-0.18,2.408
1.040e-01,-0.02,2.408
1.080e-01,-0.02,2.428
1.120e-01,-0.02,2.388
1.160e-01,-0.02,2.368
1.200e-01,-0.02,2.388
1.240e-01,-0.1,2.368
1.280e-01,-0.02,2.388
1.320e-01,-0.02,2.368
1.360e-01,-0.02,2.368
1.400e-01,-0.02,2.328
1.440e-01,-0.02,2.368
1.480e-01,-0.02,2.368
1.520e-01,0.06,2.348
1.560e-01,-0.02,2.368
1.600e-01,0.14,2.348
1.640e-01,-0.02,2.348
1.680e-01,-0.18,2.368
1.720e-01,-0.02,2.348
1.760e-01,-0.1,2.368
1.800e-01,-0.1,2.388
1.840e-01,-0.02,2.368
1.880e-01,-0.02,2.348
1.920e-01,-0.02,2.368
1.960e-01,-0.02,2.368
2.000e-01,-0.02,2.328
2.040e-01,0.14,2.328
2.080e-01,-0.02,2.348
2.120e-01,-0.02,2.288
2.160e-01,0.06,2.328
2.200e-01,-0.02,2.328
2.240e-01,0.06,2.348
2.280e-01,-0.02,2.308
2.320e-01,0.06,2.328
2.360e-01,-0.02,2.328
2.400e-01,-0.02,2.328
2.440e-01,-0.02,2.348
2.480e-01,-0.02,2.348
2.520e-01,0.06,2.328
2.560e-01,-0.02,2.368
2.600e-01,-0.02,2.368
2.640e-01,-0.02,2.348
2.680e-01,0.06,2.328
2.720e-01,-0.02,2.308
2.760e-01,-0.1,2.328
2.800e-01,-0.02,2.308
2.840e-01,-0.18,2.348
2.880e-01,-0.02,2.308
2.920e-01,-0.02,2.308
2.960e-01,-0.02,2.308
3.000e-01,-0.02,2.348
3.040e-01,-0.02,2.328
3.080e-01,-0.1,2.348
3.120e-01,-0.02,2.348
3.160e-01,-0.02,2.348
3.200e-01,-0.02,2.348
3.240e-01,-0.1,2.328
3.280e-01,-0.02,2.348
3.320e-01,-0.02,2.388
3.360e-01,-0.02,2.348
3.400e-01,-0.02,2.388
3.440e-01,-0.02,2.348
3.480e-01,-0.02,2.388
3.520e-01,-0.02,2.368
3.560e-01,-0.1,2.368
3.600e-01,0.06,2.348
3.640e-01,-0.02,2.388
3.680e-01,0.06,2.368
3.720e-01,-0.02,2.348
3.760e-01,-0.02,2.348
3.800e-01,-0.02,2.428
3.840e-01,-0.02,2.368
3.880e-01,0.06,2.348
3.920e-01,-0.02,2.368
3.960e-01,-0.02,2.388
4.000e-01,-0.02,2.368
4.040e-01,-0.02,2.348
4.080e-01,-0.02,2.428
4.120e-01,-0.1,2.408
4.160e-01,-0.02,2.368
4.200e-01,-0.02,2.408
4.240e-01,-0.02,2.388
4.280e-01,0.06,2.408
4.320e-01,-0.02,2.408
4.360e-01,-0.02,2.408
4.400e-01,-0.02,2.368
4.440e-01,-0.02,2.388
4.480e-01,-0.1,2.388
4.520e-01,-0.1,2.408
4.560e-01,-0.02,2.408
4.600e-01,-0.02,2.368
4.640e-01,-0.02,2.408
4.680e-01,-0.02,2.388
4.720e-01,-0.02,2.428
4.760e-01,-0.02,2.408
4.800e-01,-0.02,2.408
4.840e-01,-0.02,2.388
4.880e-01,-0.02,2.388
4.920e-01,-0.02,2.368
4.960e-01,-0.02,2.428
5.000e-01,-0.02,2.388
5.040e-01,-0.02,2.428
5.080e-01,0.06,2.348
5.120e-01,-0.02,2.348
5.160e-01,-0.02,2.408
5.200e-01,-0.02,2.408
5.240e-01,-0.1,2.428
5.280e-01,0.06,2.368
5.320e-01,-0.1,2.388
5.360e-01,-0.02,2.348
5.400e-01,0.06,2.408
5.440e-01,-0.02,2.388
5.480e-01,-0.02,2.408
5.520e-01,-0.02,2.368
5.560e-01,-0.02,2.368
5.600e-01,-0.02,2.328
5.640e-01,-0.02,2.348
5.680e-01,-0.02,2.388
5.720e-01,0.06,2.368
5.760e-01,-0.02,2.348
5.800e-01,-0.02,2.388
5.840e-01,-0.02,2.348
5.880e-01,-0.02,2.328
5.920e-01,-0.02,2.388
5.960e-01,-0.02,2.368
6.000e-01,-0.02,2.368
6.040e-01,-0.02,2.368
6.080e-01,-0.02,2.368
6.120e-01,-0.02,2.328
6.160e-01,-0.02,2.368
6.200e-01,-0.18,2.328
6.240e-01,-0.02,2.368
6.280e-01,-0.02,2.408
6.320e-01,-0.02,2.368
6.360e-01,-0.02,2.368
6.400e-01,0.06,2.368
6.440e-01,0.06,2.348
6.480e-01,0.06,2.368
6.520e-01,-0.02,2.368
6.560e-01,-0.02,2.328
6.600e-01,-0.02,2.348
6.640e-01,-0.02,2.368
6.680e-01,0.14,2.308
6.720e-01,-0.02,2.348
6.760e-01,-0.02,2.388
6.800e-01,-0.02,2.368
6.840e-01,-0.02,2.368
6.880e-01,-0.02,2.328
6.920e-01,-0.02,2.348
6.960e-01,-0.02,2.388
7.000e-01,-0.02,2.328
7.040e-01,-0.02,2.368
7.080e-01,-0.02,2.388
7.120e-01,-0.02,2.368
7.160e-01,-0.02,2.368
7.200e-01,0.06,2.348
7.240e-01,-0.1,2.368
7.280e-01,-0.02,2.348
7.320e-01,-0.02,2.348
7.360e-01,-0.02,2.388
7.400e-01,0.06,2.388
7.440e-01,0.06,2.368
7.480e-01,0.06,2.348
7.520e-01,0.06,2.408
7.560e-01,-0.1,2.408
7.600e-01,-0.1,2.328
7.640e-01,-0.1,2.388
7.680e-01,-0.1,2.408
7.720e-01,-0.1,2.388
7.760e-01,-0.1,2.368
7.800e-01,-0.02,2.408
7.840e-01,-0.1,2.388
7.880e-01,-0.02,2.348
7.920e-01,-0.02,2.368
7.960e-01,-0.1,2.388
8.000e-01,-0.02,2.348
8.040e-01,-0.02,2.368
8.080e-01,-0.1,2.408
8.120e-01,-0.02,2.368
8.160e-01,-0.1,2.368
8.200e-01,-0.1,2.388
8.240e-01,-0.02,2.368
8.280e-01,0.06,2.388
8.320e-01,-0.02,2.368
8.360e-01,-0.02,2.368
8.400e-01,-0.02,2.408
8.440e-01,-0.02,2.368
8.480e-01,-0.02,2.368
8.520e-01,-0.02,2.388
8.560e-01,-0.02,2.388
8.600e-01,-0.02,2.368
8.640e-01,-0.02,2.368
8.680e-01,-0.02,2.348
8.720e-01,-0.02,2.428
8.760e-01,0.14,2.348
8.800e-01,-0.02,2.368
8.840e-01,-0.02,2.368
8.880e-01,-0.1,2.408
8.920e-01,-0.02,2.388
8.960e-01,-0.02,2.368
9.000e-01,-0.02,2.388
9.040e-01,-0.1,2.408
9.080e-01,-0.02,2.408
9.120e-01,-0.02,2.368
9.160e-01,0.06,2.368
9.200e-01,-0.02,2.388
9.240e-01,-0.02,2.368
9.280e-01,-0.02,2.368
9.320e-01,-0.02,2.368
9.360e-01,-0.1,2.328
9.400e-01,0.06,2.368
9.440e-01,-0.02,2.388
9.480e-01,-0.02,2.368
9.520e-01,-0.02,2.388
9.560e-01,0.06,2.388
9.600e-01,-0.1,2.408
9.640e-01,-0.02,2.388
9.680e-01,-0.1,2.388
9.720e-01,0.06,2.348
9.760e-01,-0.1,2.388
9.800e-01,-0.02,2.388
9.840e-01,-0.02,2.368
9.880e-01,0.06,2.408
9.920e-01,-0.02,2.368
9.960e-01,-0.02,2.348
1.000e+00,-0.02,2.368
1.004e+00,0.06,2.368
1.008e+00,-0.02,2.348
1.012e+00,0.06,2.368
1.016e+00,-0.1,2.328
1.020e+00,-0.02,2.408
1.024e+00,-0.02,2.388
1.028e+00,-0.02,2.348
1.032e+00,-0.1,2.368
1.036e+00,-0.02,2.348
1.040e+00,-0.1,2.408
1.044e+00,0.06,2.388
1.048e+00,-0.02,2.348
1.052e+00,-0.02,2.348
1.056e+00,-0.02,2.388
1.060e+00,-0.02,2.368
1.064e+00,-0.02,2.368
1.068e+00,-0.02,2.388
1.072e+00,-0.02,2.368
1.076e+00,-0.18,2.388
1.080e+00,-0.02,2.348
1.084e+00,-0.02,2.348
1.088e+00,-0.02,2.348
1.092e+00,-0.02,2.368
1.096e+00,-0.02,2.368
1.100e+00,-0.02,2.388
1.104e+00,-0.02,2.388
1.108e+00,0.06,2.408
1.112e+00,-0.02,2.348
1.116e+00,-0.02,2.368
1.120e+00,-0.02,2.368
1.124e+00,-0.02,2.348
1.128e+00,-0.02,2.348
1.132e+00,-0.02,2.388
1.136e+00,-0.02,2.348
1.140e+00,0.06,2.348
1.144e+00,-0.02,2.368
1.148e+00,0.06,2.328
1.152e+00,-0.02,2.348
1.156e+00,0.06,2.368
1.160e+00,-0.1,2.388
1.164e+00,0.06,2.368
1.168e+00,0.06,2.368
1.172e+00,-0.02,2.388
1.176e+00,-0.02,2.368
1.180e+00,-0.02,2.348
1.184e+00,-0.02,2.368
1.188e+00,-0.02,2.388
1.192e+00,-0.02,2.368
1.196e+00,-0.02,2.368
1.200e+00,-0.02,2.348
1.204e+00,-0.02,2.348
1.208e+00,-0.1,2.368
1.212e+00,-0.02,2.388
1.216e+00,-0.02,2.368
1.220e+00,-0.02,2.368
1.224e+00,-0.02,2.348
1.228e+00,-0.02,2.388
1.232e+00,-0.02,2.408
1.236e+00,-0.02,2.348
1.240e+00,-0.02,2.388
1.244e+00,-0.1,2.368
1.248e+00,-0.02,2.388
1.252e+00,-0.02,2.388
1.256e+00,-0.02,2.348
1.260e+00,-0.02,2.388
1.264e+00,-0.02,2.328
1.268e+00,-0.18,2.388
1.272e+00,-0.02,2.368
1.276e+00,-0.02,2.408
1.280e+00,-0.02,2.408
1.284e+00,-0.1,2.368
1.288e+00,-0.02,2.368
1.292e+00,-0.02,2.348
1.296e+00,-0.02,2.388
1.300e+00,-0.02,2.368
1.304e+00,0.06,2.328
1.308e+00,0.06,2.348
1.312e+00,0.06,2.368
1.316e+00,-0.1,2.348
1.320e+00,-0.02,2.368
1.324e+00,-0.1,2.368
1.328e+00,-0.02,2.388
1.332e+00,-0.02,2.388
1.336e+00,-0.1,2.388
1.340e+00,-0.1,2.368
1.344e+00,-0.02,2.368
